row_id,model_seed,file,cell_type_gt,n_nodes,seed_used,held_out_F1,acc,axon_F1,basal_F1,apical_F1,stage1_pred,stage1_conf,stage1_correct,n_components,soma_z,apical_mean_z,apical_above_soma,apical_z_extent,axon_frac,apical_frac,basal_frac,pred_axon,pred_basal,pred_apical,elapsed_s,source
seed789:neuromorpho__3PO1_1.swc,789,neuromorpho__3PO1_1.swc,pyramidal,1008,v12_gentle_seed789,0.1899,0.3988,0.0,0.5696,0.0,pyramidal,0.99,True,1,0.0,0.0,0.0,0.0,0.035,0.512,0.452,55,952,0,0.52,neuromorpho
seed789:neuromorpho__3PO1_2.swc,789,neuromorpho__3PO1_2.swc,pyramidal,1284,v12_gentle_seed789,0.5584,0.8598,0.0,0.6751,1.0,pyramidal,0.9962,True,1,0.0,0.0,0.0,0.0,0.058,0.713,0.228,106,261,916,0.62,neuromorpho
seed789:neuromorpho__3PO3_5.swc,789,neuromorpho__3PO3_5.swc,pyramidal,790,v12_gentle_seed789,0.5,0.6089,0.0,,1.0,pyramidal,0.9894,True,1,0.0,0.0,0.0,0.0,0.391,0.608,0.0,0,309,480,0.59,neuromorpho
seed789:neuromorpho__3_53.swc,789,neuromorpho__3_53.swc,pyramidal,1606,v12_gentle_seed789,0.9928,0.9857,,0.9928,,pyramidal,0.9916,True,1,0.0,,,0.0,0.0,0.0,0.999,23,1582,0,1.05,neuromorpho
seed789:neuromorpho__3a_3_1.swc,789,neuromorpho__3a_3_1.swc,pyramidal,1407,v12_gentle_seed789,0.7558,0.6077,,0.7558,,pyramidal,0.7775,True,1,0.0,,,0.0,0.0,0.0,0.999,552,854,0,0.61,neuromorpho
seed789:neuromorpho__3a_3_2.swc,789,neuromorpho__3a_3_2.swc,pyramidal,1042,v12_gentle_seed789,0.6489,0.4808,,0.6489,,pyramidal,0.9618,True,1,0.0,,,0.0,0.0,0.0,0.999,541,500,0,0.63,neuromorpho
seed789:neuromorpho__3b.swc,789,neuromorpho__3b.swc,pyramidal,766,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.8895,True,1,0.0,,,0.0,0.0,0.0,0.999,0,765,0,0.55,neuromorpho
seed789:neuromorpho__40_7.swc,789,neuromorpho__40_7.swc,pyramidal,4024,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.9913,True,1,0.0,,,0.0,0.0,0.0,1.0,0,4023,0,1.4,neuromorpho
seed789:neuromorpho__458_4_C2.swc,789,neuromorpho__458_4_C2.swc,interneuron,32287,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.9941,True,1,0.0,,,0.0,0.759,0.0,0.241,24490,7796,0,2.31,neuromorpho
seed789:neuromorpho__458_5_C2.swc,789,neuromorpho__458_5_C2.swc,interneuron,27827,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.999,True,1,0.0,,,0.0,0.729,0.0,0.271,20278,7548,0,2.3,neuromorpho
seed789:neuromorpho__4_53.swc,789,neuromorpho__4_53.swc,pyramidal,1529,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.9856,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1528,0,0.77,neuromorpho
seed789:neuromorpho__4_J3.swc,789,neuromorpho__4_J3.swc,interneuron,4799,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.963,True,1,-0.0,,,0.0,0.709,0.0,0.291,3402,1396,0,0.63,neuromorpho
seed789:neuromorpho__4_den_ax.swc,789,neuromorpho__4_den_ax.swc,pyramidal,80857,v12_gentle_seed789,0.9714,0.9981,0.999,0.9152,1.0,pyramidal,0.9966,True,1,0.0,-9.46,-9.46,216.17,0.979,0.008,0.012,79354,842,660,6.28,neuromorpho
seed789:neuromorpho__536_4_C4.swc,789,neuromorpho__536_4_C4.swc,interneuron,54002,v12_gentle_seed789,0.6171,0.6765,0.7679,0.4662,,interneuron,0.9884,True,1,0.0,,,0.0,0.535,0.0,0.465,46372,7629,0,3.51,neuromorpho
seed789:neuromorpho__554-1-R4.swc,789,neuromorpho__554-1-R4.swc,pyramidal,593,v12_gentle_seed789,0.6422,0.4739,,0.6422,,pyramidal,0.9797,True,1,0.0,,,0.0,0.0,0.0,0.998,9,280,303,0.63,neuromorpho
seed789:neuromorpho__554-2-R3.swc,789,neuromorpho__554-2-R3.swc,pyramidal,1731,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9266,True,1,0.0,10.59,10.59,97.03,0.039,0.436,0.524,68,907,755,0.98,neuromorpho
seed789:neuromorpho__558-1-R2.swc,789,neuromorpho__558-1-R2.swc,pyramidal,1409,v12_gentle_seed789,0.875,0.7779,,0.875,,pyramidal,0.6575,True,1,0.0,,,0.0,0.0,0.0,0.999,313,1095,0,0.83,neuromorpho
seed789:neuromorpho__559-1-R1.swc,789,neuromorpho__559-1-R1.swc,pyramidal,1420,v12_gentle_seed789,0.2889,0.7648,0.0,0.8666,0.0,pyramidal,0.8528,True,1,0.0,15.98,15.98,88.71,0.065,0.119,0.815,73,1346,0,0.8,neuromorpho
seed789:neuromorpho__559-1-R4.swc,789,neuromorpho__559-1-R4.swc,pyramidal,1198,v12_gentle_seed789,0.5,0.4624,,1.0,0.0,pyramidal,0.9891,True,1,0.0,-13.56,-13.56,62.06,0.0,0.538,0.462,644,553,0,0.71,neuromorpho
seed789:neuromorpho__5Ht3aCre-SABI-010518S2V-v1.swc,789,neuromorpho__5Ht3aCre-SABI-010518S2V-v1.swc,interneuron,18480,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.9966,True,1,0.0,,,0.0,0.869,0.0,0.131,16062,2417,0,1.06,neuromorpho
seed789:neuromorpho__5_J3a.swc,789,neuromorpho__5_J3a.swc,interneuron,7159,v12_gentle_seed789,1.0,1.0,1.0,1.0,,pyramidal,0.6832,False,1,0.0,,,0.0,0.766,0.0,0.233,5487,1671,0,2.48,neuromorpho
seed789:neuromorpho__6-Som-3d-trace-A.swc,789,neuromorpho__6-Som-3d-trace-A.swc,interneuron,4232,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9285,True,1,0.0,,,0.0,0.0,0.0,1.0,0,4231,0,0.46,neuromorpho
seed789:neuromorpho__60L4_05_-180.swc,789,neuromorpho__60L4_05_-180.swc,interneuron,164,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9869,True,1,0.0,,,0.0,0.0,0.0,0.994,0,163,0,0.23,neuromorpho
seed789:neuromorpho__60L4_06_-105.swc,789,neuromorpho__60L4_06_-105.swc,interneuron,228,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9954,True,1,0.0,,,0.0,0.0,0.0,0.996,0,227,0,0.25,neuromorpho
seed789:neuromorpho__60L4_06_-120.swc,789,neuromorpho__60L4_06_-120.swc,interneuron,319,v12_gentle_seed789,0.9016,0.8213,,0.9016,,interneuron,0.6919,True,1,0.0,,,0.0,0.0,0.0,0.997,57,261,0,0.26,neuromorpho
seed789:neuromorpho__60L4_06_-420.swc,789,neuromorpho__60L4_06_-420.swc,interneuron,408,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.991,True,1,0.0,,,0.0,0.0,0.0,0.998,0,407,0,0.26,neuromorpho
seed789:neuromorpho__60R5_01_-525.swc,789,neuromorpho__60R5_01_-525.swc,interneuron,390,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9028,True,1,0.0,,,0.0,0.0,0.0,0.997,0,389,0,0.24,neuromorpho
seed789:neuromorpho__614_5_C2.swc,789,neuromorpho__614_5_C2.swc,interneuron,52647,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.9981,True,1,0.0,,,0.0,0.808,0.0,0.192,42528,10118,0,3.29,neuromorpho
seed789:neuromorpho__6N1-5072019_TileScan-3_Merged_fcfc2a.swc,789,neuromorpho__6N1-5072019_TileScan-3_Merged_fcfc2a.swc,interneuron,460,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9812,True,1,0.0,,,0.0,0.0,0.0,0.998,0,459,0,0.25,neuromorpho
seed789:neuromorpho__6N1-5072019_TileScan-3_Merged_fcfc5a.swc,789,neuromorpho__6N1-5072019_TileScan-3_Merged_fcfc5a.swc,interneuron,702,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9966,True,1,0.0,,,0.0,0.0,0.0,0.999,0,701,0,0.25,neuromorpho
seed789:neuromorpho__6N1-5072019_TileScan-3_Merged_wt1a.swc,789,neuromorpho__6N1-5072019_TileScan-3_Merged_wt1a.swc,interneuron,1058,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9901,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1057,0,0.27,neuromorpho
seed789:neuromorpho__6N1-5072019_TileScan-3_Merged_wt2a.swc,789,neuromorpho__6N1-5072019_TileScan-3_Merged_wt2a.swc,interneuron,222,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9826,True,1,0.0,,,0.0,0.0,0.0,0.995,0,221,0,0.23,neuromorpho
seed789:neuromorpho__6N1-5072019_TileScan-3_Merged_wt6a.swc,789,neuromorpho__6N1-5072019_TileScan-3_Merged_wt6a.swc,interneuron,1649,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.995,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1648,0,0.33,neuromorpho
seed789:neuromorpho__6N5DAT6-50717GFPwtb_013-FCON3mutTdt10a.swc,789,neuromorpho__6N5DAT6-50717GFPwtb_013-FCON3mutTdt10a.swc,interneuron,52,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9121,True,1,0.0,,,0.0,0.0,0.0,0.981,0,51,0,0.22,neuromorpho
seed789:neuromorpho__6N5DAT6-50717GFPwtb_013-FCON3mutTdt14a.swc,789,neuromorpho__6N5DAT6-50717GFPwtb_013-FCON3mutTdt14a.swc,interneuron,103,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9634,True,1,0.0,,,0.0,0.0,0.0,0.99,0,102,0,0.25,neuromorpho
seed789:neuromorpho__6N5DAT6-50717GFPwtb_013-FCON3mutTdt4a.swc,789,neuromorpho__6N5DAT6-50717GFPwtb_013-FCON3mutTdt4a.swc,interneuron,39,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.766,True,1,0.0,,,0.0,0.0,0.0,0.974,0,38,0,0.23,neuromorpho
seed789:neuromorpho__6N5DAT6-50717GFPwtb_013-FCON3mutTdt7a.swc,789,neuromorpho__6N5DAT6-50717GFPwtb_013-FCON3mutTdt7a.swc,interneuron,96,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.7667,True,1,0.0,,,0.0,0.0,0.0,0.99,0,95,0,0.21,neuromorpho
seed789:neuromorpho__6N5DAT6-50717GFPwtb_013-GFPwt15a.swc,789,neuromorpho__6N5DAT6-50717GFPwtb_013-GFPwt15a.swc,interneuron,182,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9708,True,1,0.0,,,0.0,0.0,0.0,0.995,0,181,0,0.25,neuromorpho
seed789:neuromorpho__6N5DAT6-50717GFPwtb_013-GFPwt1a.swc,789,neuromorpho__6N5DAT6-50717GFPwtb_013-GFPwt1a.swc,interneuron,256,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9885,True,1,0.0,,,0.0,0.0,0.0,0.996,0,255,0,0.26,neuromorpho
seed789:neuromorpho__6_47.swc,789,neuromorpho__6_47.swc,pyramidal,2298,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.9954,True,1,0.0,,,0.0,0.0,0.0,1.0,0,2297,0,1.1,neuromorpho
seed789:neuromorpho__6_J2.swc,789,neuromorpho__6_J2.swc,interneuron,6474,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.9983,True,1,0.0,,,0.0,0.809,0.0,0.191,5237,1236,0,0.81,neuromorpho
seed789:neuromorpho__6_J5a.swc,789,neuromorpho__6_J5a.swc,interneuron,7087,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.9983,True,1,0.0,,,0.0,0.857,0.0,0.143,6071,1015,0,0.83,neuromorpho
seed789:neuromorpho__7-Som-3d-trace.swc,789,neuromorpho__7-Som-3d-trace.swc,interneuron,1812,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.4479,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1811,0,0.32,neuromorpho
seed789:neuromorpho__7054.swc,789,neuromorpho__7054.swc,interneuron,1128,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.981,True,1,0.1,,,0.0,0.778,0.0,0.221,878,249,0,0.48,neuromorpho
seed789:neuromorpho__70R3_03_-345.swc,789,neuromorpho__70R3_03_-345.swc,interneuron,120,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9144,True,1,0.0,,,0.0,0.0,0.0,0.992,0,119,0,0.21,neuromorpho
seed789:neuromorpho__70R3_07_-255.swc,789,neuromorpho__70R3_07_-255.swc,interneuron,97,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9149,True,1,0.0,,,0.0,0.0,0.0,0.99,0,96,0,0.2,neuromorpho
seed789:neuromorpho__72513V1-3Slice3Cell1.swc,789,neuromorpho__72513V1-3Slice3Cell1.swc,pyramidal,1054,v12_gentle_seed789,1.0,1.0,,1.0,1.0,pyramidal,0.9893,True,1,0.0,14.24,14.24,102.66,0.0,0.693,0.306,0,323,730,0.81,neuromorpho
seed789:neuromorpho__72513V1-4Slice3Cell2.swc,789,neuromorpho__72513V1-4Slice3Cell2.swc,pyramidal,917,v12_gentle_seed789,0.9873,0.9782,,0.9746,1.0,pyramidal,0.9863,True,1,0.0,1.06,1.06,80.09,0.0,0.558,0.441,20,384,512,0.67,neuromorpho
seed789:neuromorpho__72513V13Slice7Cell1.swc,789,neuromorpho__72513V13Slice7Cell1.swc,pyramidal,448,v12_gentle_seed789,1.0,1.0,,1.0,1.0,pyramidal,0.9777,True,1,0.0,0.76,0.76,58.25,0.0,0.529,0.469,0,210,237,0.68,neuromorpho
seed789:neuromorpho__72715-V1-2slice5cell3.swc,789,neuromorpho__72715-V1-2slice5cell3.swc,pyramidal,872,v12_gentle_seed789,1.0,1.0,,1.0,1.0,pyramidal,0.9954,True,1,0.0,-0.96,-0.96,51.99,0.0,0.417,0.581,0,507,364,0.83,neuromorpho
seed789:neuromorpho__72715-V1-3Slice9Cell1.swc,789,neuromorpho__72715-V1-3Slice9Cell1.swc,pyramidal,669,v12_gentle_seed789,0.3293,0.4918,,0.6586,0.0,interneuron,0.3597,False,1,0.0,0.54,0.54,42.06,0.0,0.508,0.49,0,668,0,0.31,neuromorpho
seed789:neuromorpho__7month-Arctic-9_1.swc,789,neuromorpho__7month-Arctic-9_1.swc,pyramidal,1230,v12_gentle_seed789,1.0,1.0,,,1.0,pyramidal,0.9935,True,1,0.0,-3.92,-3.92,30.06,0.0,0.999,0.0,0,0,1229,0.89,neuromorpho
seed789:neuromorpho__7month-Arctic-9_3.swc,789,neuromorpho__7month-Arctic-9_3.swc,pyramidal,549,v12_gentle_seed789,1.0,1.0,,,1.0,pyramidal,0.9951,True,1,0.0,18.97,18.97,44.87,0.0,0.998,0.0,0,0,548,0.71,neuromorpho
seed789:neuromorpho__7month-Arctic-C5aR1-KO-11_2.swc,789,neuromorpho__7month-Arctic-C5aR1-KO-11_2.swc,pyramidal,492,v12_gentle_seed789,1.0,1.0,,,1.0,pyramidal,0.9918,True,1,0.0,32.09,32.09,58.04,0.0,0.998,0.0,0,0,491,0.67,neuromorpho
seed789:neuromorpho__7month-Arctic-C5aR1-KO-11_4.swc,789,neuromorpho__7month-Arctic-C5aR1-KO-11_4.swc,pyramidal,379,v12_gentle_seed789,1.0,1.0,,,1.0,pyramidal,0.9939,True,1,0.0,9.2,9.2,56.65,0.0,0.997,0.0,0,0,378,0.62,neuromorpho
seed789:neuromorpho__7month-Arctic-C5aR1-KO-24_4.swc,789,neuromorpho__7month-Arctic-C5aR1-KO-24_4.swc,pyramidal,182,v12_gentle_seed789,1.0,1.0,,,1.0,pyramidal,0.9971,True,1,0.0,-9.33,-9.33,112.39,0.0,0.995,0.0,0,0,181,0.54,neuromorpho
seed789:neuromorpho__7month-Arctic-C5aR1-KO-24_5.swc,789,neuromorpho__7month-Arctic-C5aR1-KO-24_5.swc,pyramidal,582,v12_gentle_seed789,1.0,1.0,,,1.0,pyramidal,0.9906,True,1,0.0,-2.85,-2.85,55.14,0.0,0.998,0.0,0,0,581,0.77,neuromorpho
seed789:neuromorpho__7month-C5aR1-KO-10_4.swc,789,neuromorpho__7month-C5aR1-KO-10_4.swc,pyramidal,416,v12_gentle_seed789,1.0,1.0,,,1.0,pyramidal,0.9902,True,1,0.0,1.78,1.78,22.63,0.0,0.998,0.0,0,0,415,0.63,neuromorpho
seed789:neuromorpho__7month-C5aR1-KO-18-3.swc,789,neuromorpho__7month-C5aR1-KO-18-3.swc,pyramidal,427,v12_gentle_seed789,1.0,1.0,,,1.0,pyramidal,0.9904,True,1,0.0,20.26,20.26,27.79,0.0,0.998,0.0,0,0,426,0.73,neuromorpho
seed789:neuromorpho__7month-wt-16_2.swc,789,neuromorpho__7month-wt-16_2.swc,pyramidal,702,v12_gentle_seed789,1.0,1.0,,,1.0,pyramidal,0.9925,True,1,0.0,2.67,2.67,49.08,0.0,0.999,0.0,0,0,701,0.66,neuromorpho
seed789:neuromorpho__8--OTC-100-pM-NPY-9-weeks.swc,789,neuromorpho__8--OTC-100-pM-NPY-9-weeks.swc,pyramidal,3316,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.7889,True,1,0.0,,,0.0,0.0,0.0,1.0,0,3315,0,1.0,neuromorpho
seed789:neuromorpho__802s1c1.swc,789,neuromorpho__802s1c1.swc,pyramidal,2480,v12_gentle_seed789,0.2795,0.7222,0.0,0.8386,0.0,interneuron,0.4378,False,1,0.0,-3.67,-3.67,39.37,0.027,0.25,0.722,0,2479,0,0.47,neuromorpho
seed789:neuromorpho__8749_1.swc,789,neuromorpho__8749_1.swc,interneuron,969,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.8761,True,1,-0.15,,,0.0,0.651,0.0,0.348,631,337,0,0.39,neuromorpho
seed789:neuromorpho__8N22DAT8-50717GFPwta-fcfc-2a.swc,789,neuromorpho__8N22DAT8-50717GFPwta-fcfc-2a.swc,interneuron,1034,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9584,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1033,0,0.28,neuromorpho
seed789:neuromorpho__8N22DAT8-50717GFPwta-wt6a.swc,789,neuromorpho__8N22DAT8-50717GFPwta-wt6a.swc,interneuron,503,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.4578,True,1,0.0,,,0.0,0.0,0.0,0.998,0,502,0,0.28,neuromorpho
seed789:neuromorpho__8N22DAT8-50717GFPwta-wt7a.swc,789,neuromorpho__8N22DAT8-50717GFPwta-wt7a.swc,interneuron,136,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.6924,False,1,0.0,,,0.0,0.0,0.0,0.993,0,135,0,0.49,neuromorpho
seed789:neuromorpho__8N22DAT8-50717GFPwta-wt9a.swc,789,neuromorpho__8N22DAT8-50717GFPwta-wt9a.swc,interneuron,237,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.4494,True,1,0.0,,,0.0,0.0,0.0,0.996,0,236,0,0.24,neuromorpho
seed789:neuromorpho__8N3-8162019-b-fcfc1a.swc,789,neuromorpho__8N3-8162019-b-fcfc1a.swc,interneuron,2151,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9886,True,1,0.0,,,0.0,0.0,0.0,1.0,0,2150,0,0.37,neuromorpho
seed789:neuromorpho__8N3-8162019-b-fcfc6a.swc,789,neuromorpho__8N3-8162019-b-fcfc6a.swc,interneuron,1596,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9943,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1595,0,0.3,neuromorpho
seed789:neuromorpho__8N3-8162019-b-fcfc8a.swc,789,neuromorpho__8N3-8162019-b-fcfc8a.swc,interneuron,1040,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9864,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1039,0,0.26,neuromorpho
seed789:neuromorpho__8N3-8162019-b-wt3a.swc,789,neuromorpho__8N3-8162019-b-wt3a.swc,interneuron,1781,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9943,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1780,0,0.31,neuromorpho
seed789:neuromorpho__8N6-8162019-b-fcfc1a.swc,789,neuromorpho__8N6-8162019-b-fcfc1a.swc,interneuron,1503,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9967,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1502,0,0.31,neuromorpho
seed789:neuromorpho__8N6-8162019-b-fcfc2a.swc,789,neuromorpho__8N6-8162019-b-fcfc2a.swc,interneuron,776,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9294,True,1,0.0,,,0.0,0.0,0.0,0.999,0,775,0,0.27,neuromorpho
seed789:neuromorpho__8N6-8162019-b-wT4a.swc,789,neuromorpho__8N6-8162019-b-wT4a.swc,interneuron,2188,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.988,True,1,0.0,,,0.0,0.0,0.0,1.0,0,2187,0,0.34,neuromorpho
seed789:neuromorpho__9-10-14-B.swc,789,neuromorpho__9-10-14-B.swc,interneuron,12562,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.9938,True,1,-3.0,,,0.0,0.89,0.0,0.11,11177,1384,0,0.74,neuromorpho
seed789:neuromorpho__9-c.swc,789,neuromorpho__9-c.swc,pyramidal,1857,v12_gentle_seed789,0.3314,0.496,0.0,0.6628,,pyramidal,0.8835,True,1,0.0,,,0.0,0.005,0.0,0.994,926,930,0,0.83,neuromorpho
seed789:neuromorpho__908s3c3.swc,789,neuromorpho__908s3c3.swc,pyramidal,3922,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.7992,True,1,0.0,-3.67,-3.67,41.52,0.053,0.4,0.547,207,2146,1568,1.06,neuromorpho
seed789:neuromorpho__99_1.swc,789,neuromorpho__99_1.swc,interneuron,309,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9391,True,1,0.0,,,0.0,0.0,0.0,0.997,0,308,0,0.33,neuromorpho
seed789:neuromorpho__A1-N2-1_final.swc,789,neuromorpho__A1-N2-1_final.swc,pyramidal,1179,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.9975,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1178,0,0.71,neuromorpho
seed789:neuromorpho__A1-N4-2_13jun-5-_final.swc,789,neuromorpho__A1-N4-2_13jun-5-_final.swc,pyramidal,1438,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.9963,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1437,0,0.74,neuromorpho
seed789:neuromorpho__A1-n8-1_final.swc,789,neuromorpho__A1-n8-1_final.swc,pyramidal,924,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.9964,True,1,0.0,,,0.0,0.0,0.0,0.999,0,923,0,0.62,neuromorpho
seed789:neuromorpho__A151125-4_VIP_IN.swc,789,neuromorpho__A151125-4_VIP_IN.swc,interneuron,5117,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.9983,True,1,0.0,,,0.0,0.758,0.0,0.242,3879,1237,0,2.08,neuromorpho
seed789:neuromorpho__A151218-02_VIP_IN.swc,789,neuromorpho__A151218-02_VIP_IN.swc,interneuron,4353,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.9867,True,1,-1.1,,,0.0,0.775,0.0,0.225,3374,978,0,2.19,neuromorpho
seed789:neuromorpho__A1_slide1_3.swc,789,neuromorpho__A1_slide1_3.swc,pyramidal,1487,v12_gentle_seed789,0.6487,0.9509,0.0,0.9461,1.0,pyramidal,0.9959,True,1,-27.92,-17.0,10.92,50.47,0.012,0.519,0.468,55,659,772,0.89,neuromorpho
seed789:neuromorpho__A1_slide2_1.swc,789,neuromorpho__A1_slide2_1.swc,pyramidal,646,v12_gentle_seed789,0.9852,0.9752,,0.9705,1.0,pyramidal,0.998,True,1,-20.44,-26.35,-5.91,82.33,0.0,0.567,0.432,16,263,366,0.79,neuromorpho
seed789:neuromorpho__A1_slide2_13.swc,789,neuromorpho__A1_slide2_13.swc,pyramidal,943,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.992,True,1,-14.79,-19.22,-4.43,62.19,0.037,0.423,0.539,35,508,399,0.72,neuromorpho
seed789:neuromorpho__A1_slide2_2.swc,789,neuromorpho__A1_slide2_2.swc,pyramidal,454,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9958,True,1,-19.38,-46.11,-26.73,83.91,0.026,0.586,0.385,12,175,266,0.65,neuromorpho
seed789:neuromorpho__A1_slide2_20.swc,789,neuromorpho__A1_slide2_20.swc,pyramidal,633,v12_gentle_seed789,0.6631,0.9889,0.0,0.9892,1.0,pyramidal,0.9983,True,1,-18.22,-11.69,6.53,86.69,0.011,0.482,0.506,0,327,305,0.84,neuromorpho
seed789:neuromorpho__A1_slide2_22.swc,789,neuromorpho__A1_slide2_22.swc,pyramidal,389,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9981,True,1,-16.65,-7.01,9.64,90.15,0.026,0.46,0.512,10,199,179,0.73,neuromorpho
seed789:neuromorpho__A1_slide2_24.swc,789,neuromorpho__A1_slide2_24.swc,pyramidal,700,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9881,True,1,-25.6,-64.58,-38.97,122.37,0.043,0.583,0.373,30,261,408,0.61,neuromorpho
seed789:neuromorpho__A1_slide2_4.swc,789,neuromorpho__A1_slide2_4.swc,pyramidal,446,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9905,True,1,-12.64,-39.22,-26.58,88.67,0.022,0.545,0.43,10,192,243,0.73,neuromorpho
seed789:neuromorpho__A1_slide2_7.swc,789,neuromorpho__A1_slide2_7.swc,pyramidal,288,v12_gentle_seed789,0.6007,0.8681,0.0,0.8021,1.0,pyramidal,0.9888,True,1,-0.25,8.96,9.21,88.23,0.045,0.597,0.354,25,90,172,0.69,neuromorpho
seed789:neuromorpho__A1_slide2_neuron4.swc,789,neuromorpho__A1_slide2_neuron4.swc,pyramidal,585,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9969,True,1,-17.62,-45.61,-27.99,88.05,0.032,0.497,0.468,19,274,291,0.73,neuromorpho
seed789:neuromorpho__A1_slide3_5.swc,789,neuromorpho__A1_slide3_5.swc,pyramidal,576,v12_gentle_seed789,0.3016,0.4479,0.0,0.9049,0.0,pyramidal,0.9777,True,1,-27.77,-51.23,-23.46,41.49,0.094,0.458,0.446,264,311,0,0.63,neuromorpho
seed789:neuromorpho__A1_slide3_6.swc,789,neuromorpho__A1_slide3_6.swc,pyramidal,1107,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9951,True,1,-28.53,-47.43,-18.91,78.04,0.056,0.386,0.557,62,617,427,0.87,neuromorpho
seed789:neuromorpho__A1_slide3_9.swc,789,neuromorpho__A1_slide3_9.swc,pyramidal,1028,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9958,True,1,-20.98,-3.27,17.71,59.45,0.022,0.554,0.422,23,434,570,0.78,neuromorpho
